Transaction ID    Actual   Predicted   Posterior
105   " <=50K"   " <=50K"   0.714285714286
106   " <=50K"   " >50K"   1.0
107   " <=50K"   " >50K"   1.0
108   " <=50K"   " >50K"   0.857142857143
109   " <=50K"   " >50K"   0.571428571429
110   " <=50K"   " <=50K"   0.857142857143
111   " <=50K"   " >50K"   0.857142857143
112   " >50K"   " >50K"   1.0
113   " <=50K"   " >50K"   1.0
114   " <=50K"   " >50K"   0.857142857143
115   " >50K"   " >50K"   0.857142857143
116   " <=50K"   " >50K"   0.857142857143
117   " <=50K"   " >50K"   0.857142857143
118   " >50K"   " >50K"   0.714285714286
119   " <=50K"   " <=50K"   0.571428571429
120   " >50K"   " >50K"   0.857142857143
121   " <=50K"   " >50K"   0.571428571429
122   " <=50K"   " <=50K"   0.571428571429
123   " <=50K"   " <=50K"   0.857142857143
124   " <=50K"   " >50K"   1.0
125   " >50K"   " >50K"   0.857142857143
126   " <=50K"   " >50K"   0.857142857143
127   " <=50K"   " >50K"   0.714285714286
128   " <=50K"   " >50K"   1.0
129   " <=50K"   " <=50K"   0.571428571429
130   " <=50K"   " >50K"   0.857142857143
131   " <=50K"   " >50K"   0.857142857143
132   " <=50K"   " >50K"   0.714285714286
133   " <=50K"   " >50K"   0.571428571429
134   " <=50K"   " >50K"   0.857142857143
135   " <=50K"   " <=50K"   0.714285714286
136   " <=50K"   " >50K"   0.857142857143
137   " >50K"   " <=50K"   0.571428571429
138   " <=50K"   " >50K"   1.0
139   " <=50K"   " <=50K"   0.714285714286
140   " <=50K"   " >50K"   0.571428571429
141   " <=50K"   " >50K"   0.857142857143
142   " <=50K"   " >50K"   0.571428571429
143   " <=50K"   " >50K"   0.857142857143
144   " <=50K"   " <=50K"   0.714285714286
145   " <=50K"   " <=50K"   0.571428571429
146   " <=50K"   " >50K"   0.714285714286
147   " <=50K"   " >50K"   1.0
148   " <=50K"   " >50K"   0.857142857143
149   " <=50K"   " >50K"   0.857142857143
150   " <=50K"   " >50K"   1.0
151   " <=50K"   " >50K"   1.0
152   " <=50K"   " >50K"   0.857142857143
153   " <=50K"   " <=50K"   0.714285714286
154   " <=50K"   " >50K"   0.857142857143
155   " <=50K"   " >50K"   1.0
156   " <=50K"   " >50K"   1.0
157   " <=50K"   " <=50K"   0.571428571429
158   " <=50K"   " <=50K"   0.571428571429
159   " <=50K"   " <=50K"   0.714285714286
160   " <=50K"   " <=50K"   0.571428571429
161   " <=50K"   " >50K"   1.0
162   " >50K"   " >50K"   1.0
163   " >50K"   " >50K"   0.571428571429
164   " >50K"   " >50K"   0.714285714286
165   " <=50K"   " >50K"   1.0
166   " <=50K"   " >50K"   0.571428571429
167   " >50K"   " >50K"   0.714285714286
168   " <=50K"   " >50K"   1.0
169   " >50K"   " >50K"   1.0
170   " <=50K"   " >50K"   0.857142857143
171   " <=50K"   " >50K"   0.714285714286
172   " <=50K"   " >50K"   1.0
173   " >50K"   " >50K"   0.857142857143
174   " <=50K"   " <=50K"   0.714285714286
175   " <=50K"   " >50K"   1.0
176   " <=50K"   " <=50K"   0.571428571429
177   " <=50K"   " <=50K"   0.714285714286
178   " <=50K"   " <=50K"   0.714285714286
179   " <=50K"   " >50K"   1.0
180   " <=50K"   " >50K"   0.857142857143
181   " >50K"   " >50K"   0.571428571429
182   " <=50K"   " >50K"   0.714285714286
183   " >50K"   " >50K"   0.857142857143
184   " <=50K"   " >50K"   0.857142857143
185   " <=50K"   " >50K"   0.571428571429
186   " <=50K"   " >50K"   1.0
187   " <=50K"   " >50K"   0.571428571429
188   " <=50K"   " >50K"   0.714285714286
189   " <=50K"   " >50K"   0.857142857143
190   " <=50K"   " >50K"   1.0
191   " <=50K"   " <=50K"   0.571428571429
192   " >50K"   " >50K"   0.714285714286
193   " <=50K"   " >50K"   1.0
194   " <=50K"   " >50K"   0.714285714286
195   " <=50K"   " >50K"   0.714285714286
196   " <=50K"   " >50K"   0.714285714286
197   " <=50K"   " <=50K"   0.571428571429
198   " <=50K"   " <=50K"   0.714285714286
199   " <=50K"   " <=50K"   0.714285714286
200   " <=50K"   " >50K"   1.0
201   " <=50K"   " >50K"   0.571428571429
202   " <=50K"   " <=50K"   0.571428571429
203   " >50K"   " >50K"   0.857142857143
204   " <=50K"   " >50K"   0.857142857143
205   " >50K"   " >50K"   1.0
206   " <=50K"   " >50K"   0.857142857143
207   " >50K"   " >50K"   0.857142857143
208   " <=50K"   " >50K"   1.0
209   " <=50K"   " >50K"   1.0
210   " >50K"   " >50K"   0.714285714286
211   " <=50K"   " <=50K"   0.571428571429
212   " <=50K"   " >50K"   0.714285714286
213   " <=50K"   " <=50K"   0.714285714286
214   " <=50K"   " >50K"   1.0
215   " <=50K"   " >50K"   0.571428571429
216   " <=50K"   " >50K"   0.857142857143
217   " <=50K"   " >50K"   0.857142857143
218   " <=50K"   " >50K"   0.571428571429
219   " <=50K"   " <=50K"   0.714285714286
220   " >50K"   " >50K"   0.857142857143
221   " <=50K"   " >50K"   0.857142857143
222   " >50K"   " >50K"   0.857142857143
223   " <=50K"   " <=50K"   0.714285714286
224   " <=50K"   " >50K"   0.571428571429
225   " <=50K"   " >50K"   0.571428571429
226   " >50K"   " >50K"   0.857142857143
227   " <=50K"   " >50K"   1.0
228   " <=50K"   " <=50K"   0.571428571429
229   " <=50K"   " >50K"   1.0
230   " <=50K"   " >50K"   0.714285714286
231   " <=50K"   " <=50K"   0.714285714286
232   " <=50K"   " <=50K"   0.571428571429
233   " <=50K"   " <=50K"   0.571428571429
234   " <=50K"   " >50K"   0.714285714286
235   " <=50K"   " >50K"   1.0
236   " <=50K"   " <=50K"   0.714285714286
237   " >50K"   " >50K"   0.857142857143
238   " >50K"   " >50K"   0.571428571429
239   " >50K"   " >50K"   0.857142857143
240   " <=50K"   " <=50K"   0.714285714286
241   " <=50K"   " >50K"   1.0
242   " <=50K"   " >50K"   0.857142857143
243   " <=50K"   " >50K"   0.714285714286
244   " <=50K"   " >50K"   0.857142857143
245   " <=50K"   " >50K"   1.0
246   " <=50K"   " >50K"   1.0
247   " <=50K"   " >50K"   0.857142857143
248   " <=50K"   " <=50K"   0.714285714286
249   " <=50K"   " <=50K"   0.571428571429
250   " <=50K"   " <=50K"   0.857142857143
251   " <=50K"   " >50K"   1.0
252   " <=50K"   " <=50K"   0.714285714286
253   " <=50K"   " >50K"   0.571428571429
254   " >50K"   " >50K"   0.714285714286
255   " <=50K"   " >50K"   0.857142857143
256   " >50K"   " >50K"   0.571428571429
257   " >50K"   " >50K"   0.571428571429
258   " <=50K"   " >50K"   0.857142857143
259   " <=50K"   " <=50K"   0.714285714286
260   " <=50K"   " >50K"   0.857142857143
261   " >50K"   " >50K"   0.571428571429
262   " <=50K"   " >50K"   0.571428571429
263   " <=50K"   " >50K"   0.857142857143
264   " >50K"   " <=50K"   0.714285714286
265   " <=50K"   " <=50K"   0.714285714286
266   " <=50K"   " >50K"   1.0
267   " <=50K"   " <=50K"   0.571428571429
268   " <=50K"   " >50K"   0.857142857143
269   " <=50K"   " <=50K"   0.571428571429
270   " <=50K"   " >50K"   1.0
271   " >50K"   " >50K"   0.857142857143
272   " <=50K"   " >50K"   1.0
273   " <=50K"   " <=50K"   0.571428571429
274   " <=50K"   " <=50K"   0.714285714286
275   " <=50K"   " >50K"   1.0
276   " >50K"   " >50K"   0.571428571429
277   " <=50K"   " >50K"   0.714285714286
278   " <=50K"   " >50K"   0.571428571429
279   " <=50K"   " <=50K"   0.714285714286
280   " <=50K"   " <=50K"   0.714285714286
281   " <=50K"   " <=50K"   0.571428571429
282   " <=50K"   " >50K"   0.857142857143
283   " <=50K"   " <=50K"   0.857142857143
284   " <=50K"   " >50K"   1.0
285   " <=50K"   " >50K"   0.857142857143
286   " <=50K"   " >50K"   0.857142857143
287   " >50K"   " >50K"   0.857142857143
288   " >50K"   " >50K"   0.571428571429
289   " <=50K"   " <=50K"   0.857142857143
290   " <=50K"   " >50K"   0.571428571429
291   " <=50K"   " >50K"   1.0
292   " <=50K"   " >50K"   0.857142857143
293   " <=50K"   " >50K"   1.0
294   " <=50K"   " <=50K"   0.714285714286
295   " <=50K"   " >50K"   0.857142857143
296   " >50K"   " >50K"   0.714285714286
297   " >50K"   " >50K"   0.571428571429
298   " <=50K"   " <=50K"   0.714285714286
299   " <=50K"   " <=50K"   0.571428571429
300   " <=50K"   " >50K"   1.0
301   " >50K"   " <=50K"   0.857142857143
302   " <=50K"   " >50K"   0.857142857143
303   " <=50K"   " >50K"   1.0
304   " >50K"   " >50K"   0.857142857143
305   " <=50K"   " >50K"   0.714285714286
306   " <=50K"   " <=50K"   0.714285714286
307   " <=50K"   " >50K"   0.571428571429
308   " <=50K"   " >50K"   0.857142857143
309   " <=50K"   " <=50K"   0.857142857143
310   " <=50K"   " >50K"   0.857142857143
311   " >50K"   " >50K"   0.857142857143
312   " <=50K"   " >50K"   0.571428571429
313   " >50K"   " >50K"   0.571428571429
314   " >50K"   " >50K"   0.714285714286
315   " <=50K"   " >50K"   1.0
316   " <=50K"   " <=50K"   0.571428571429
317   " <=50K"   " <=50K"   0.571428571429
318   " <=50K"   " <=50K"   0.571428571429
319   " <=50K"   " <=50K"   0.714285714286
320   " <=50K"   " <=50K"   1.0
321   " <=50K"   " >50K"   1.0
322   " <=50K"   " >50K"   1.0
323   " >50K"   " >50K"   1.0
324   " <=50K"   " <=50K"   0.571428571429
325   " <=50K"   " <=50K"   0.571428571429
326   " <=50K"   " >50K"   1.0
327   " <=50K"   " >50K"   1.0
328   " <=50K"   " <=50K"   0.571428571429
329   " <=50K"   " >50K"   0.857142857143
330   " <=50K"   " <=50K"   0.714285714286
331   " <=50K"   " >50K"   1.0
332   " <=50K"   " <=50K"   0.571428571429
333   " <=50K"   " >50K"   0.857142857143
334   " <=50K"   " >50K"   0.857142857143
335   " <=50K"   " <=50K"   0.714285714286
336   " >50K"   " >50K"   0.857142857143
337   " <=50K"   " <=50K"   0.857142857143
338   " <=50K"   " >50K"   0.857142857143
339   " <=50K"   " >50K"   1.0
340   " <=50K"   " <=50K"   0.571428571429
341   " <=50K"   " <=50K"   0.714285714286
342   " >50K"   " >50K"   0.857142857143
343   " <=50K"   " >50K"   0.857142857143
344   " <=50K"   " <=50K"   0.714285714286
345   " >50K"   " >50K"   0.857142857143
346   " <=50K"   " <=50K"   0.571428571429
347   " <=50K"   " <=50K"   0.714285714286
348   " <=50K"   " >50K"   0.857142857143
349   " <=50K"   " <=50K"   0.714285714286
350   " <=50K"   " >50K"   0.857142857143
351   " <=50K"   " <=50K"   0.714285714286
352   " >50K"   " >50K"   0.714285714286
353   " <=50K"   " <=50K"   0.714285714286
354   " <=50K"   " <=50K"   0.857142857143
355   " <=50K"   " >50K"   0.571428571429
356   " <=50K"   " <=50K"   0.714285714286
357   " <=50K"   " >50K"   0.857142857143
358   " <=50K"   " >50K"   1.0
359   " <=50K"   " <=50K"   0.571428571429
360   " <=50K"   " >50K"   0.857142857143
361   " <=50K"   " <=50K"   0.714285714286
362   " >50K"   " >50K"   0.857142857143
363   " <=50K"   " >50K"   1.0
364   " >50K"   " >50K"   0.571428571429
365   " <=50K"   " <=50K"   0.571428571429
366   " <=50K"   " <=50K"   0.714285714286
367   " >50K"   " >50K"   0.857142857143
368   " <=50K"   " >50K"   0.857142857143
369   " <=50K"   " >50K"   0.857142857143
370   " <=50K"   " <=50K"   0.714285714286
371   " <=50K"   " <=50K"   0.714285714286
372   " <=50K"   " >50K"   0.857142857143
373   " <=50K"   " >50K"   1.0
374   " <=50K"   " >50K"   1.0
375   " <=50K"   " <=50K"   0.857142857143
376   " <=50K"   " <=50K"   0.571428571429
377   " <=50K"   " >50K"   0.857142857143
378   " <=50K"   " >50K"   0.571428571429
379   " <=50K"   " >50K"   0.857142857143
380   " <=50K"   " <=50K"   0.571428571429
381   " <=50K"   " >50K"   0.571428571429
382   " >50K"   " <=50K"   0.571428571429
383   " <=50K"   " >50K"   0.714285714286
384   " <=50K"   " <=50K"   0.571428571429
385   " <=50K"   " <=50K"   0.571428571429
386   " <=50K"   " <=50K"   0.571428571429
387   " <=50K"   " >50K"   0.857142857143
388   " <=50K"   " <=50K"   0.714285714286
389   " <=50K"   " >50K"   0.857142857143
390   " <=50K"   " <=50K"   0.714285714286
391   " >50K"   " >50K"   0.714285714286
392   " <=50K"   " >50K"   0.857142857143
393   " >50K"   " >50K"   0.571428571429
394   " >50K"   " >50K"   0.857142857143
395   " >50K"   " <=50K"   0.571428571429
396   " <=50K"   " >50K"   0.857142857143
397   " <=50K"   " <=50K"   0.714285714286
398   " <=50K"   " <=50K"   0.571428571429
399   " <=50K"   " >50K"   0.857142857143
400   " <=50K"   " >50K"   1.0
401   " <=50K"   " >50K"   1.0
402   " <=50K"   " >50K"   0.857142857143
403   " >50K"   " >50K"   0.857142857143
404   " <=50K"   " >50K"   0.857142857143
405   " <=50K"   " >50K"   0.857142857143
406   " <=50K"   " <=50K"   0.571428571429
407   " <=50K"   " <=50K"   0.714285714286
408   " >50K"   " >50K"   0.857142857143
409   " >50K"   " >50K"   0.857142857143
410   " <=50K"   " <=50K"   0.714285714286
411   " <=50K"   " >50K"   0.857142857143
412   " <=50K"   " >50K"   0.714285714286
413   " <=50K"   " <=50K"   0.714285714286
414   " <=50K"   " >50K"   0.571428571429
415   " >50K"   " >50K"   0.857142857143
416   " <=50K"   " >50K"   0.571428571429
417   " <=50K"   " >50K"   1.0
418   " <=50K"   " >50K"   0.857142857143
419   " <=50K"   " <=50K"   0.571428571429
420   " <=50K"   " >50K"   0.857142857143
421   " <=50K"   " <=50K"   0.571428571429
422   " <=50K"   " >50K"   0.857142857143
423   " <=50K"   " <=50K"   0.857142857143
424   " <=50K"   " <=50K"   0.714285714286
425   " <=50K"   " <=50K"   0.571428571429
426   " <=50K"   " <=50K"   0.571428571429
427   " <=50K"   " >50K"   1.0
428   " <=50K"   " <=50K"   0.571428571429
429   " <=50K"   " >50K"   1.0
430   " <=50K"   " >50K"   1.0
431   " <=50K"   " >50K"   0.571428571429
432   " <=50K"   " >50K"   0.857142857143
433   " <=50K"   " >50K"   1.0
434   " <=50K"   " >50K"   0.571428571429
435   " <=50K"   " >50K"   0.571428571429
436   " <=50K"   " >50K"   1.0
437   " >50K"   " >50K"   0.714285714286
438   " <=50K"   " <=50K"   0.714285714286
439   " <=50K"   " <=50K"   0.714285714286
440   " >50K"   " <=50K"   0.714285714286
441   " <=50K"   " <=50K"   0.571428571429
442   " <=50K"   " <=50K"   0.714285714286
443   " >50K"   " >50K"   0.714285714286
444   " <=50K"   " <=50K"   0.714285714286
445   " <=50K"   " <=50K"   0.571428571429
446   " <=50K"   " >50K"   0.571428571429
447   " <=50K"   " >50K"   1.0
448   " <=50K"   " >50K"   0.571428571429
449   " <=50K"   " >50K"   0.714285714286
450   " <=50K"   " >50K"   0.857142857143
451   " <=50K"   " <=50K"   0.571428571429
452   " <=50K"   " >50K"   0.714285714286
453   " <=50K"   " >50K"   1.0
454   " <=50K"   " >50K"   1.0
455   " <=50K"   " >50K"   1.0
456   " <=50K"   " <=50K"   0.571428571429
457   " <=50K"   " >50K"   0.857142857143
458   " >50K"   " >50K"   0.857142857143
459   " <=50K"   " >50K"   0.857142857143
460   " >50K"   " >50K"   1.0
461   " <=50K"   " >50K"   0.571428571429
462   " <=50K"   " >50K"   0.857142857143
463   " >50K"   " >50K"   0.571428571429
464   " <=50K"   " <=50K"   0.571428571429
465   " <=50K"   " >50K"   1.0
466   " <=50K"   " <=50K"   0.714285714286
467   " <=50K"   " >50K"   1.0
468   " <=50K"   " >50K"   0.857142857143
469   " <=50K"   " <=50K"   0.857142857143
470   " <=50K"   " >50K"   0.857142857143
471   " >50K"   " >50K"   0.857142857143
472   " <=50K"   " >50K"   0.857142857143
473   " <=50K"   " <=50K"   0.714285714286
474   " <=50K"   " >50K"   0.857142857143
475   " <=50K"   " >50K"   1.0
476   " >50K"   " >50K"   0.714285714286
477   " <=50K"   " <=50K"   0.571428571429
478   " >50K"   " >50K"   0.857142857143
479   " <=50K"   " >50K"   0.857142857143
480   " >50K"   " >50K"   0.571428571429
481   " <=50K"   " <=50K"   0.571428571429
482   " >50K"   " <=50K"   0.571428571429
483   " <=50K"   " >50K"   1.0
484   " <=50K"   " >50K"   0.857142857143
485   " <=50K"   " >50K"   1.0
486   " <=50K"   " <=50K"   0.714285714286
487   " >50K"   " >50K"   0.857142857143
488   " <=50K"   " >50K"   1.0
489   " <=50K"   " >50K"   1.0
490   " <=50K"   " <=50K"   0.714285714286
491   " <=50K"   " >50K"   1.0
492   " <=50K"   " <=50K"   0.714285714286
493   " <=50K"   " >50K"   1.0
494   " <=50K"   " >50K"   0.857142857143
495   " <=50K"   " >50K"   0.571428571429
496   " <=50K"   " <=50K"   0.857142857143
497   " <=50K"   " <=50K"   0.571428571429
498   " <=50K"   " <=50K"   0.714285714286
499   " >50K"   " >50K"   0.857142857143
500   " <=50K"   " >50K"   0.857142857143
501   " <=50K"   " >50K"   1.0
502   " <=50K"   " <=50K"   0.714285714286
503   " >50K"   " >50K"   0.714285714286
504   " <=50K"   " >50K"   0.571428571429
505   " <=50K"   " >50K"   0.714285714286
506   " <=50K"   " >50K"   0.571428571429
507   " <=50K"   " >50K"   1.0
508   " <=50K"   " >50K"   0.571428571429
509   " <=50K"   " <=50K"   0.714285714286
510   " <=50K"   " <=50K"   0.714285714286
511   " >50K"   " >50K"   0.571428571429
512   " <=50K"   " >50K"   0.857142857143
513   " <=50K"   " <=50K"   0.857142857143
514   " >50K"   " >50K"   0.857142857143
515   " <=50K"   " >50K"   0.857142857143
516   " <=50K"   " <=50K"   0.571428571429
517   " <=50K"   " >50K"   1.0
518   " <=50K"   " >50K"   0.857142857143
519   " <=50K"   " >50K"   0.857142857143
520   " <=50K"   " >50K"   0.857142857143
=====================================================================================
END OF FILE
